NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Study Type
NCT04563650,COVID-19 Serology and Immunosenescence,https://clinicaltrials.gov/study/NCT04563650,ACTIVE_NOT_RECRUITING,Covid19|Geriatric Medicine|Seroconversion|Immunosenescence,BIOLOGICAL: blood sample,"Centre Hospitalier Universitaire, Amiens",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04562285,Sustained Immunity to COVID-19 as Measured by SARS-CoV-2 Serology Assays,https://clinicaltrials.gov/study/NCT04562285,RECRUITING,Covid19,DIAGNOSTIC_TEST: Serologic immunoassays to SARS-CoV-2 antibodies,Henry Ford Health System,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04558450,Covid-19 Effects on Arterial Stiffness and Vascular Aging (CARTESIAN),https://clinicaltrials.gov/study/NCT04558450,RECRUITING,Covid19|Arterial Stiffness|Endothelial Dysfunction|Diastolic Dysfunction,DIAGNOSTIC_TEST: carotid-femoral pulse-wave velocity,Assistance Publique - Hôpitaux de Paris,"The Association for Research into Arterial Structure and Physiology|Institut National de la Santé Et de la Recherche Médicale, France",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04557046,Performance Evaluation of LumiraDx COVID-19 (SARS-CoV-2) Ag Test,https://clinicaltrials.gov/study/NCT04557046,ACTIVE_NOT_RECRUITING,Covid19,DIAGNOSTIC_TEST: Nasal Swab|DIAGNOSTIC_TEST: Nasopharyngeal swab|DIAGNOSTIC_TEST: Throat swab|DIAGNOSTIC_TEST: Fingerstick|DIAGNOSTIC_TEST: Saliva specimen,LumiraDx UK Limited,,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04549831,Genetic Bases of COVID-19 Clinical Variability,https://clinicaltrials.gov/study/NCT04549831,RECRUITING,COVID-19,GENETIC: Massive parallel sequencing of host genome,University of Siena,"Fondazione IRCCS Policlinico San Matteo di Pavia|Ospedale San Donato, Arezzo|Ospedale della Misericordia|Azienda Ospedaliera Ospedale Maggiore di Crema|University of Modena and Reggio Emilia|ASST Fatebenefratelli Sacco|Azienda Ospedaliera di Perugia|Ospedale dell'Angelo, Venezia-Mestre|Azienda Ulss 2 Marca Trevigiana|Cardarelli Hospital|Azienda Ospedaliera dei Colli|IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy|Istituto Giannina Gaslini|Istituti Ospitalieri di Cremona|IRCSS Lazzaro Spallanzani, Roma|ASST Santi Paolo e Carlo|ASST Valtellina e Alto Lario|Azienda USL Toscana Sud Est|ULSS1 Dolomiti, Belluno|Asst Degli Spedali Civili Di Brescia|IRCCS Casa Sollievo della Sofferenza, San Giovanni Rotondo|Fondazione Policlinico Universitario Agostino Gemelli IRCCS|Ospedale Luigi Curto, Polla|Istituto Auxologico Italiano|CEINGE Biotecnologie Avanzate, Napoli",ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04546776,COVID-19 Persistence in Stool,https://clinicaltrials.gov/study/NCT04546776,ACTIVE_NOT_RECRUITING,SARS-CoV Infection,,Quadram Institute Bioscience,Norfolk and Norwich University Hospitals NHS Foundation Trust|James Paget University Hospital NHS Foundation Trust,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04538586,"Influence of the COVId-19 Pandemic on STRESS, and Screening Procedures (COVISTRESS Screening)",https://clinicaltrials.gov/study/NCT04538586,RECRUITING,COVID-19 Screening,,"University Hospital, Clermont-Ferrand",,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04530409,"Timing of Corticosteroids in COVID-19, II. Post COVID-19 Follow-up",https://clinicaltrials.gov/study/NCT04530409,ACTIVE_NOT_RECRUITING,Covid19|Corticosteroids,DRUG: Early-Corticosteroids,ClinAmygate,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04527315,COVID-19 Survivorship Registry,https://clinicaltrials.gov/study/NCT04527315,RECRUITING,Covid19,OTHER: Questionnaires,NYU Langone Health,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04525716,The Effect of the Covid-19 Pandemic Among Operated Patients,https://clinicaltrials.gov/study/NCT04525716,RECRUITING,Covid19|Surgery,OTHER: COVID-19 infection status,Karolinska Institutet,,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04514003,The Corona and COVID-19 Study in Telemark and Agder,https://clinicaltrials.gov/study/NCT04514003,ACTIVE_NOT_RECRUITING,Covid19,,Sykehuset Telemark,Sorlandet Hospital HF|Norwegian Institute of Public Health|London School of Hygiene and Tropical Medicine|Leiden University|Aalborg University,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04511962,"Feasibility, of Tele-rehabilitation Following COVID-19",https://clinicaltrials.gov/study/NCT04511962,ACTIVE_NOT_RECRUITING,Pulmonary Disease,OTHER: Tele-Pulmonary rehabilitation,Hull University Teaching Hospitals NHS Trust,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04500600,Well-Being and Health-Related Quality of Life in Cancer Patients and Survivors During the COVID-19 Pandemic,https://clinicaltrials.gov/study/NCT04500600,RECRUITING,COVID-19 Infection|Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm,OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04491292,Assessment of the Psychosocial Impact of the COVID-19 Pandemic on the MD Anderson Cancer Center Workforce,https://clinicaltrials.gov/study/NCT04491292,RECRUITING,COVID-19 Infection,OTHER: Questionnaire Administration,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04488081,I-SPY COVID-19 TRIAL: An Adaptive Platform Trial for Critically Ill Patients,https://clinicaltrials.gov/study/NCT04488081,RECRUITING,COVID-19,DRUG: Remdesivir|DRUG: Imatinib Mesylate|DRUG: Dexamethasone|DRUG: Cenicriviroc|DRUG: Icatibant|DRUG: Apremilast|BIOLOGICAL: dornase alfa|DRUG: Celecoxib|DRUG: Famotidine|BIOLOGICAL: IC14|DRUG: Aviptadil|BIOLOGICAL: narsoplimab|DRUG: Cyproheptadine|DRUG: Cyclosporine,QuantumLeap Healthcare Collaborative,"University of California, San Francisco|University of Pennsylvania|Emory University|University of Alabama at Birmingham|University of Colorado, Denver|University of Southern California|Yale University|Wake Forest University Health Sciences|Sanford Health|Long Beach Memorial Medical Center|Georgetown University|University of California, Davis|Hoag Memorial Hospital Presbyterian|Main Line Health|DHR Health Institute for Research and Development|University of California, Irvine|Corewell Health|Kaiser Permanente|University of Michigan|West Virginia University|University of Miami|University Hospitals Cleveland Medical Center|Virtua Health|M.D. Anderson Cancer Center",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04482647,Breathing Techniques and Meditation for Health Care Workers During COVID-19 Pandemic,https://clinicaltrials.gov/study/NCT04482647,ACTIVE_NOT_RECRUITING,COVID-19 Infection,OTHER: Media Intervention|PROCEDURE: Meditation Therapy|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration|PROCEDURE: Yoga,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04481646,Novel Face Mask Sampling for COVID-19: A Diagnostic and Public Health Tool,https://clinicaltrials.gov/study/NCT04481646,RECRUITING,Covid19,DIAGNOSTIC_TEST: Face mask sampling,University of Leicester,"University Hospitals, Leicester",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04479358,Low-dose Tocilizumab Versus Standard of Care in Hospitalized Patients With COVID-19,https://clinicaltrials.gov/study/NCT04479358,ACTIVE_NOT_RECRUITING,COVID-19,DRUG: Tocilizumab|DRUG: Tocilizumab|OTHER: Standard of Care|OTHER: Standard of Care,University of Chicago,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04477889,Methodist Health System COVID-19 Patient Registry,https://clinicaltrials.gov/study/NCT04477889,RECRUITING,COVID-19,OTHER: Treatment for COVID-19,Methodist Health System,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04473053,DEFINE - Evaluating Therapies for COVID-19,https://clinicaltrials.gov/study/NCT04473053,RECRUITING,COVID-19,DRUG: Nafamostat Mesilate|DRUG: TD139|OTHER: Standard care|BIOLOGICAL: Allogeneic SARS-CoV-2 VSTs,University of Edinburgh,University of Oxford|Latus Therapeutics|Scottish National Blood Transfusion Service (SNBTS),ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04469491,Treatment of COVID-19 by Nebulization of Inteferon Beta 1b Efficiency and Safety Study,https://clinicaltrials.gov/study/NCT04469491,ACTIVE_NOT_RECRUITING,COVID-19|INTERFERON|NEBULIZATION,DRUG: inhaled type I interferon|DRUG: WFI water nebulization,"Centre Hospitalier Universitaire, Amiens","CH TOURCOING|CH ARROND DE MONTREUIL|CH SAINT-QUENTIN|CH Compiègne|CH Abbeville|CH VALENCIENNES|Clinique Teissier|CHU Toulouse|University Hospital, Angers|CHU CAEN|Nantes University Hospital",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04447222,Impact of the COVID-19 Pandemic and HRQOL in Cancer Patients and Survivors,https://clinicaltrials.gov/study/NCT04447222,ACTIVE_NOT_RECRUITING,COVID-19 Infection|Malignant Solid Neoplasm,OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration|OTHER: Survey Administration,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04442191,Convalescent Plasma as a Possible Treatment for COVID-19,https://clinicaltrials.gov/study/NCT04442191,RECRUITING,COVID-19,BIOLOGICAL: Convalescent plasma|BIOLOGICAL: Placebo,University of Illinois at Chicago,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04442048,Immunization With IMM-101 vs Observation for Prevention of Respiratory and Severe COVID-19 Related Infections in Cancer Patients at Increased Risk of Exposure,https://clinicaltrials.gov/study/NCT04442048,ACTIVE_NOT_RECRUITING,Cancer|Covid-19,BIOLOGICAL: IMM-101|OTHER: Observation,Canadian Cancer Trials Group,Immodulon Therapeutics Ltd|BioCan Rx|Canadian Cancer Society (CCS)|ATGen Canada Inc|Canadian Centre for Applied Research in Cancer Control (ARCC)|Ontario Institute for Cancer Research,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04431310,Seroconversion Among Staff at a Large Acute Care Hospital in Denmark During the COVID-19 Pandemic,https://clinicaltrials.gov/study/NCT04431310,RECRUITING,"Covid-19|Health Personnel|Personnel, Hospital",OTHER: Serial seroconversion measurements in hospital employees during the COVID-19 pandemic,Nordsjaellands Hospital,University of Oxford|Nykøbing Falster County Hospital,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04427566,Low Dose Whole Lung Radiation Therapy for Patients With COVID-19 and Respiratory Compromise,https://clinicaltrials.gov/study/NCT04427566,RECRUITING,COVID-19,RADIATION: Radiation therapy,Ohio State University Comprehensive Cancer Center,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04406324,COVID-19: Respiratory and Sleep Follow-up,https://clinicaltrials.gov/study/NCT04406324,ACTIVE_NOT_RECRUITING,COVID-19,OTHER: No intervention,"University Hospital, Grenoble",,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04394416,Trial of Imatinib for Hospitalized Adults With COVID-19,https://clinicaltrials.gov/study/NCT04394416,ACTIVE_NOT_RECRUITING,COVID-19,DRUG: Imatinib|DRUG: Placebo oral tablet,"University of Maryland, Baltimore",,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04387656,"NCI COVID-19 in Cancer Patients, NCCAPS Study",https://clinicaltrials.gov/study/NCT04387656,ACTIVE_NOT_RECRUITING,COVID-19 Infection|Hematopoietic and Lymphatic System Neoplasm|Malignant Solid Neoplasm|Metastatic Malignant Solid Neoplasm,PROCEDURE: Biospecimen Collection|OTHER: Data Collection|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,National Cancer Institute (NCI),,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04380987,Luxembourg Cohort of Positive Patients for COVID-19: a Stratification Study to Predict Patient Prognosis,https://clinicaltrials.gov/study/NCT04380987,RECRUITING,Covid19,BIOLOGICAL: Biological sampling,Luxembourg Institute of Health,Centre Hospitalier du Luxembourg|Hopitaux Robert Schuman (Luxembourg)|Laboratoire National de Santé (Luxembourg)|University of Luxembourg,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04374461,A Study of N-acetylcysteine in Patients With COVID-19 Infection,https://clinicaltrials.gov/study/NCT04374461,ACTIVE_NOT_RECRUITING,Covid-19,DRUG: N-acetylcysteine|OTHER: Peripheral Blood,Memorial Sloan Kettering Cancer Center,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04370821,"COVID-19 CHAMPS Study of Healthcare, First Responder and Service Workers",https://clinicaltrials.gov/study/NCT04370821,ACTIVE_NOT_RECRUITING,Occupational Exposure to SARS-CoV-2|COVID-19,,Villanova University,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04368234,Duke COVID-19 Shared Data and Specimen Repository,https://clinicaltrials.gov/study/NCT04368234,RECRUITING,COVID-19,,Duke University,,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04368013,"Host-pathogen Interactions, Immune Response, and Clinical Prognosis at COVID-19 - the CoVUm Trial",https://clinicaltrials.gov/study/NCT04368013,ACTIVE_NOT_RECRUITING,COVID-19,PROCEDURE: Extended sampling and procedures,Johan Normark,"Umeå University|Region Västerbotten|Örebro University, Sweden|Värmland County Council, Sweden|Västmanland County Council, Sweden",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04363541,Local Thermotherapy for Patients With Mild-to-moderate COVID-19,https://clinicaltrials.gov/study/NCT04363541,RECRUITING,COVID-19|Thermotherapy,DEVICE: Electric pad for human external pain therapy,Instituto Nacional de Perinatologia,"Direccion General de Calidad y Educacion en Salud|Instituto Mexicano del Seguro Social|Hospital Regional de Alta Especialidad Juan Graham Tabasco|Hospital Dr. Ángel Leaño|National Polytechnic Institute, Mexico|Universidad Juárez Autónoma de Tabasco",ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04363008,Investigating the Role of Biomarkers in Predicting Outcome for COVID 19,https://clinicaltrials.gov/study/NCT04363008,RECRUITING,COVID 19,DIAGNOSTIC_TEST: serum inflammatory biomarkers,University of British Columbia,,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04359602,COVID-19 Recovered Volunteer Research Participant Pool Registry,https://clinicaltrials.gov/study/NCT04359602,ACTIVE_NOT_RECRUITING,Recovered From COVID-19,,"University of California, Los Angeles",,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04354701,COVID-19 and Cancer Consortium Registry,https://clinicaltrials.gov/study/NCT04354701,ACTIVE_NOT_RECRUITING,COVID-19|Invasive Malignancy (Any Type),OTHER: Web-based REDCap survey,Vanderbilt-Ingram Cancer Center,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04353154,The RAPID COVID-19 TRIAGE Algorithm,https://clinicaltrials.gov/study/NCT04353154,ACTIVE_NOT_RECRUITING,COVID-19,DIAGNOSTIC_TEST: Spartan Cube Point-of Care Covid-19 test,Ottawa Heart Institute Research Corporation,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04348396,Clinical and Biological Predictors of COVID-19 Disease in Older Patients,https://clinicaltrials.gov/study/NCT04348396,RECRUITING,COVID-19,,Istituto Nazionale di Ricovero e Cura per Anziani,,ALL,OLDER_ADULT,OBSERVATIONAL
NCT04331509,COVID-19 Symptom Tracker,https://clinicaltrials.gov/study/NCT04331509,ACTIVE_NOT_RECRUITING,COVID-19,OTHER: No Intervention,King's College London,Zoe Global Limited|Massachusetts General Hospital|Harvard School of Public Health (HSPH)|Stanford University,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT04330599,Longitudinal Population-based Observational Study of COVID-19 in the UK Population,https://clinicaltrials.gov/study/NCT04330599,RECRUITING,COVID-19,,Queen Mary University of London,"King's College London|London School of Hygiene and Tropical Medicine|University of Edinburgh|Swansea University|Queen's University, Belfast|Barts & The London NHS Trust",ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05952336,Transmission of Respiratory Viruses in Households in The Gambia: a Longitudinal Cohort Study (TransVIR),https://clinicaltrials.gov/study/NCT05952336,ACTIVE_NOT_RECRUITING,Respiratory Viral Infection|SARS CoV 2 Infection,,"Medical Research Council Unit, The Gambia",UK Research and Innovation,ALL,"CHILD, ADULT, OLDER_ADULT",OBSERVATIONAL
NCT05557539,Hypothesizing the Genesis of Infectious Diseases and Epidemics Through an Integrated Systems Biology Approach,https://clinicaltrials.gov/study/NCT05557539,RECRUITING,SARS-CoV-2 Infection|Influenza Viral Infections,"BIOLOGICAL: blood samples, urine samples and nasopharyngeal swabs",Cliniques universitaires Saint-Luc- Université Catholique de Louvain,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04381936,Randomised Evaluation of COVID-19 Therapy,https://clinicaltrials.gov/study/NCT04381936,RECRUITING,Severe Acute Respiratory Syndrome,DRUG: Lopinavir-Ritonavir|DRUG: Corticosteroid|DRUG: Hydroxychloroquine|DRUG: Azithromycin|BIOLOGICAL: Convalescent plasma|DRUG: Tocilizumab|BIOLOGICAL: Immunoglobulin|DRUG: Synthetic neutralising antibodies|DRUG: Aspirin|DRUG: Colchicine|DRUG: Baricitinib|DRUG: Anakinra|DRUG: Dimethyl fumarate|DRUG: High Dose Corticosteroid|DRUG: Empagliflozin|DRUG: Sotrovimab|DRUG: Molnupiravir|DRUG: Paxlovid|DRUG: Baloxavir Marboxil|DRUG: Oseltamivir|DRUG: Low-dose corticosteroids: Dexamethasone|DRUG: Low-dose corticosteroids: Dexamethasone,University of Oxford,"UK Research and Innovation|National Institute for Health Research, United Kingdom|Wellcome Trust|Bill and Melinda Gates Foundation|Department for International Development, United Kingdom|Health Data Research UK|Medical Research Council Population Health Research Unit|NIHR Clinical Trials Unit Support Funding|NIHR Health Protection Research Unit in Emerging and Zoonotic Infections|Flu Lab",ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT06601998,Cardiovascular Disease Progression in Survivors of Community Acquired Pneumonia and Lung Infection by Covid-19.,https://clinicaltrials.gov/study/NCT06601998,RECRUITING,"Pneumonia, Community-Acquired|COVID-19 Pneumonia|Cardiovascular Diseases","OTHER: Blood samples and Oropharyngeal swab|OTHER: Six-minute walk test, Spirometry, ECG, Heart ultrasound and cardiopulmonary exercise stress testing, Completion of questionnaires of symptoms",Hellenic Institute for the Study of Sepsis,,ALL,"ADULT, OLDER_ADULT",OBSERVATIONAL
NCT06864143,"A Study to Investigate the Immunogenicity, Reactogenicity, and Safety of mRNA-1083 (Influenza and COVID-19) Vaccine in Adults ≥18 to <65 Years of Age",https://clinicaltrials.gov/study/NCT06864143,RECRUITING,Influenza|SARS-CoV-2,BIOLOGICAL: mRNA-1083 Composition 1 Dose A Lot A|BIOLOGICAL: mRNA-1083 Composition 1 Dose A Lot B|BIOLOGICAL: mRNA-1083 Composition 1 Dose B|BIOLOGICAL: mRNA-1083 Composition 1 Dose C|BIOLOGICAL: mRNA-1083 Composition 2 Dose A|BIOLOGICAL: mRNA-1083 Composition 2 Dose B|BIOLOGICAL: mRNA-1083 Composition 3 Dose A|BIOLOGICAL: mRNA-1083 Composition 3 Dose B|BIOLOGICAL: Influenza Vaccine|BIOLOGICAL: COVID-19 Vaccine|BIOLOGICAL: Investigational Influenza Vaccine|BIOLOGICAL: Investigational COVID-19 Vaccine Lot A|BIOLOGICAL: Investigational COVID-19 Vaccine Lot B,"ModernaTX, Inc.",,ALL,ADULT,INTERVENTIONAL
NCT06695130,Study of a Combination Vaccine Comprised of Different Recombinant Spike Antigen Levels of a Matrix-M Adjuvanted Recombinant COVID-19 Vaccine and Recombinant Influenza Vaccine in Adult Participants 50 Years of Age and Older,https://clinicaltrials.gov/study/NCT06695130,ACTIVE_NOT_RECRUITING,COVID-19 Immunization|Influenza Immunization,BIOLOGICAL: RIV (recombinant influenza vaccine)|BIOLOGICAL: rC19 (dose 1)|BIOLOGICAL: RIV + rC19 (dose 1)|BIOLOGICAL: RIV + rC19 (dose 2)|BIOLOGICAL: RIV + rC19 (dose 3)|BIOLOGICAL: RIV + rC19 (dose 4)|OTHER: Placebo (0.9% NaCl),Sanofi,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT06695117,Study of a Combination Vaccine Comprised of Different Recombinant Spike Antigen Levels of a Matrix-M Adjuvanted Recombinant COVID-19 Vaccine and High-Dose Inactivated Influenza Vaccine in Adult Participants 50 Years of Age and Older,https://clinicaltrials.gov/study/NCT06695117,ACTIVE_NOT_RECRUITING,COVID-19 Immunization|Influenza Immunization,BIOLOGICAL: IIV-HD|BIOLOGICAL: rC19 (dose 1)|BIOLOGICAL: IIV-HD + rC19 (dose 1)|BIOLOGICAL: IIV-HD + rC19 (dose 2)|BIOLOGICAL: IIV-HD + rC19 (dose 3)|BIOLOGICAL: IIV-HD + rC19 (dose 4)|OTHER: Placebo (0.9% NaCl),Sanofi,,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
